Claim Title	Claim	Verdict	Author	Domain
„Această ordonanță este unică în Europa, pentru că se referă la toți debitorii, persoane fizice și juridice, pentru toate tipurile de credit, aici nu am făcut nicio discriminare. În al doilea rând, vreau să repet faptul că se aplică suspendarea pentru o perioadă până la nouă luni.”	„Această ordonanță este unică în Europa, pentru că se referă la toți debitorii, persoane fizice și juridice, pentru toate tipurile de credit, aici nu am făcut nicio discriminare. În al doilea rând, vreau să repet faptul că se aplică suspendarea pentru o perioadă până la nouă luni.”	FALS	Florin Cîțu	Economie
„Guvernul PSD a eliminat impozitarea veniturile din tranzacțiile imobiliare care nu depășesc 450.000 de lei, a subvenționat dobânzile la credite și a redus cota TVA la 5% pentru achiziția de astfel de locuințe.”	„Guvernul PSD a eliminat impozitarea veniturile din tranzacțiile imobiliare care nu depășesc 450.000 de lei, a subvenționat dobânzile la credite și a redus cota TVA la 5% pentru achiziția de astfel de locuințe.”	PARȚIAL ADEVĂRAT	Rovana Plumb	Economie
Când era PSD la guvernare, datoria era la fel sau scădea - eu, de exemplu, am plătit datoria făcută la FMI de domnul Băsescu - când vin cei de dreapta, crește.	„Când era PSD la guvernare, datoria era la fel sau scădea – eu, de exemplu, am plătit datoria făcută la FMI de domnul Băsescu – când vin cei de dreapta (Boc și-așa mai departe), crește”.	FALS	Victor Ponta	Economie
Am introdus majorări până la 15 ani pentru evaziunea la TVA, lucru care este şi la nivelul Uniunii Europene.	Am introdus majorări până la 15 ani pentru evaziunea la TVA, lucru care este şi la nivelul Uniunii Europene.	FALS	Marcel Ciolacu	Justitie
"Azi avem energie mai scumpă ca în Germania""."	„Primim mesaje de la antreprenori că își vor închide afacerile. Soluția este revenirea la piața reglementată. Azi avem energie mai scumpă ca în Germania“.	FALS	Gabriel Zetea	Energie
„Ministrul Muncii a făcut o vizită absolut degeaba în Germania, pentru a verifica condiţiile în care muncesc românii acolo. Nu a venit cu niciun rezultat, nu a prezentat nicio soluţie pentru a le rezolva problemele. Bani cheltuiţi inutil din bugetul statului!”	„Ministrul Muncii a făcut o vizită absolut degeaba în Germania, pentru a verifica condiţiile în care muncesc românii acolo. Nu a venit cu niciun rezultat, nu a prezentat nicio soluţie pentru a le rezolva problemele. Bani cheltuiţi inutil din bugetul statului!”	FALS	Cristina Elena Dinu	Externe
România a înregistrat cele mai mari scumpiri ale carburanților din Uniunea Europeană din cauza supraaccizei introduse de PSD - ALDE.	România a înregistrat cele mai mari scumpiri ale carburanților din Uniunea Europeană din cauza supraaccizei introduse de PSD - ALDE.	ADEVĂRAT	Siegfried Mureșan	Energie
„Deși a fost o mică creștere la venituri, la bugetul de stat de 11%, au crescut cheltuielile cu 22%. Nu s-a redus în niciun fel cheltuiala și risipa la bugetul de stat”.	„Deși a fost o mică creștere la venituri, la bugetul de stat de 11%, au crescut cheltuielile cu 22%. Nu s-a redus în niciun fel cheltuiala și risipa la bugetul de stat”.	PARȚIAL ADEVĂRAT	Diana Stoica	Finante
Condamn grav imixtiunea acestor ambasade şi a acestor ambasadori, în primul rând a ambasadorilor - persoane fizice, în treburile interne ale ţării noastre. Convenţia de la Geneva nu le permite acest lucru. [...] Pe de altă parte, tot dânsul [Hans Klemm, ambasadorul SUA, n.r.], împreună cu ceilalţi ambasadori, nu respectă Carta Naţiunilor Unite, care spune că nu au voie să intervină în treburile interne, în actul legislativ, nici direct, nici indirect.	Condamn grav imixtiunea acestor ambasade şi a acestor ambasadori, în primul rând a ambasadorilor - persoane fizice, în treburile interne ale ţării noastre. Convenţia de la Geneva nu le permite acest lucru. [...] Pe de altă parte, tot dânsul [Hans Klemm, ambasadorul SUA, n.r.], împreună cu ceilalţi ambasadori, nu respectă Carta Naţiunilor Unite, care spune că nu au voie să intervină în treburile interne, în actul legislativ, nici direct, nici indirect.	FALS	Cătălin Rădulescu	Externe
"România este țara cu cel mai mare bazin de recrutare din Europa pentru victimele traficului de persoane."""	„România este țara cu cel mai mare bazin de recrutare din Europa pentru victimele traficului de persoane. Adică femei păcălite, sau luate cu forța, pentru a se prostitua în Europa.”	ADEVĂRAT	Iulian Bulai	Externe
[Amendamentele] Nu depășesc cadrul directivei europene!	[Amendamentele] Nu depășesc cadrul directivei europene!	PARȚIAL FALS	Florin Iordache	Justitie
Vreau să vă reamintesc că anul trecut am depus bugetul aşa cum prevede legea, la finalul anului precedent, numai că președintelui Iohannis i-a luat mai bine de o lună şi jumătate până să promulge acelaşi buget. Prin urmare, nu-mi amintesc anul trecut să fi fost aşa mare scandal şi problemă legată de această întârziere. [...] Anul trecut, Guvernul a depus bugetul în decembrie şi noi l-am votat în Parlament, președintele l-a promulgat în februarie. Asta este o informație care se poate verifica foarte uşor. 	“Vreau să vă reamintesc că anul trecut am depus bugetul aşa cum prevede legea, la finalul anului precedent, numai că președintelui Iohannis i-a luat mai bine de o lună şi jumătate până să promulge acelaşi buget. Prin urmare, nu-mi amintesc anul trecut să fi fost aşa mare scandal şi problemă legată de această întârziere. […] Anul trecut, Guvernul a depus bugetul în decembrie şi noi l-am votat în Parlament, președintele l-a promulgat în februarie. Asta este o informație care se poate verifica foarte uşor. “	FALS	Lavinia Craioveanu	Politica
„Un proiect semnat de Florin Roman, liderul grupului PNL, prin care se introduc noi privilegii pentru membrii Consiliului de Supraveghere ASF este pe ordinea de zi a Camerei Deputaților. Adică pentru cei care au deja salarii de peste 10.000 de euro pe lună. Ce se dorește prin acest proiect? Se introduc diurne și decontarea cheltuielilor pentru politrucii care nu au domiciliul în București. E simplu să îți muți domiciliul și să beneficiezi de aceste privilegii.”	„Un proiect semnat de Florin Roman, liderul grupului PNL, prin care se introduc noi privilegii pentru membrii Consiliului de Supraveghere ASF este pe ordinea de zi a Camerei Deputaților. Adică pentru cei care au deja salarii de peste 10.000 de euro pe lună. Ce se dorește prin acest proiect? Se introduc diurne și decontarea cheltuielilor pentru politrucii care nu au domiciliul în București. E simplu să îți muți domiciliul și să beneficiezi de aceste privilegii.”	ADEVĂRAT	Cristina Prună	Finante
„Sistemul de apărare antirachetă al NATO, care include Facilitatea antirachetă de la Deveselu, are un caracter strict defensiv, utilizat numai pentru scopuri de autoapărare, conform Cartei ONU; sistemul nu este îndreptat împotriva Federației Ruse, vizând ameninţări cu rachete balistice cu rază scurtă şi medie de acţiune venite din afara spațiului euroatlantic”.	„Sistemul de apărare antirachetă al NATO, care include Facilitatea antirachetă de la Deveselu, are un caracter strict defensiv, utilizat numai pentru scopuri de autoapărare, conform Cartei ONU; sistemul nu este îndreptat împotriva Federației Ruse, vizând ameninţări cu rachete balistice cu rază scurtă şi medie de acţiune venite din afara spațiului euroatlantic”.	ADEVĂRAT	Bogdan Aurescu	Externe
Raportul MCV publicat astăzi este unul pozitiv pentru România. Comisia Europeană apreciază faptul că în 2021 s-au înregistrat progrese în ceea ce priveşte toate recomandările rămase din cadrul MCV.	Raportul MCV publicat astăzi este unul pozitiv pentru România. Comisia Europeană apreciază faptul că în 2021 s-au înregistrat progrese în ceea ce priveşte toate recomandările rămase din cadrul MCV.	TRUNCHIAT	Florin Cîțu	Justitie
Interesul este o legislaţie mai suplă pentru accesarea fondurilor europene. Din fericire, România are un istoric bun în ceea ce priveşte corectitudinea utilizării fondurilor europene. România nu este o ţară care să se fi remarcat negativ în utilizarea neconformă a fondurilor europene, dar este foarte greoaie.	Interesul este o legislaţie mai suplă pentru accesarea fondurilor europene. Din fericire, România are un istoric bun în ceea ce priveşte corectitudinea utilizării fondurilor europene. România nu este o ţară care să se fi remarcat negativ în utilizarea neconformă a fondurilor europene, dar este foarte greoaie.	FALS	Călin Popescu Tăriceanu	Politica
Sunt foarte puține, patru situații în toată țara, unde prefectul, respectiv subprefecții au diplomă de înalt funcționar public, au făcut acest curs. Toți ceilalți sunt temporar pe funcții și au venit din sfera politică.	Sunt foarte puține, patru situații în toată țara, unde prefectul, respectiv subprefecții au diplomă de înalt funcționar public, au făcut acest curs. Toți ceilalți sunt temporar pe funcții și au venit din sfera politică.	ADEVĂRAT	Attila Cseke	Politica
„Deci primesc un ajutor (n.r polițiștii români de frontieră) din partea Frontex. Și mai primesc un ajutor, pentru început, ofițerii austrieci specializați în controlul documentelor să sprijine ofițerii noștri români de la frontiera aeriană“	„Sunt ofițeri care sunt veniți din toate polițiile membre Frontex, inclusiv România, avem peste 2.000 de oameni, polițiști, care activează în Frontex la ora asta și care să ajute la protecția frontierei.” (minutul 35:41) ,,(…) atunci când un polițist de frontieră român ia un act de identitate în mână, un pașaport, se uită la el și i se pare că e ceva ciudat, dar totuși nu e sigur dacă e un fals, e o persoană substituită, ai un document expirat și corectat, deci tot un fals, până la urmă, se consultă cu specialistul, colegul austriac care e lângă el și îi spune: uită-te și tu la acest buletin. (…)  (minutul 36:14) Care nu neapărat… din când în când e consultat, că știu și românii să facă treabă, dar unde-s cazuri, falsuri mai bine executate și sunt mai greu de depistat, se consultă între ei, verifică în baza de date, cel austriac vorbește cu ai lui, acasă. E mai simplu, da? Dar și noi facem treaba asta, sunt ofițeri români, experți în documente false, în depistarea lor, care activează la ora asta pe linia Frontex, în alte frontiere. Anual se întâmplă lucrul ăsta” (minutul 36:55).	ADEVĂRAT	Cătălin Predoiu	Externe
„Într-o perioadă foarte scurtă de timp, de șase luni şi ceva, noi am reușit să absorbim fonduri europene în valoare de două miliarde de euro. Trebuie comparate aceste șase luni cu cei șase ani în care noi nu am fost la guvernare și în care s-au absorbit 6 miliarde.”	„Într-o perioadă foarte scurtă de timp, de șase luni şi ceva, noi am reușit să absorbim fonduri europene în valoare de două miliarde de euro. Trebuie comparate aceste șase luni cu cei șase ani în care noi nu am fost la guvernare și în care s-au absorbit 6 miliarde.”	FALS	Ludovic Orban	Finante
Nu sunt bani pentru pensii și salarii.	In fiecare luna guvernul se imprumuta la cele mai mari dobanzi din UE pentru a face rost de bani pentru pensii si salarii. In primul trimestru a fost de nevoie de 5 miliarde de lei. Bani imprumutati cu dobanda. In buget sunt incluse cheltuielile cu pensii si salarii iar veniturile pentru plata acestora sunt estimate. Aceste venituri nu exista inca. Trebuie colectate sau imprumutate. Sa luam exemplu 2017. Un an in care nu au fost bani pentru pensii si salarii. Veniturile colectate la buget au fost mai mici decat cele estimate desi au fost introduse taxe noi si au fost luati banii de investitii ai companiilor de stat. Cand tragem linie vedem ca in 2017 guvernul a imprumutat aproximativ 25 de miliarde lei si a redus cheltuielile cu 20 miliarde lei de la investitii (dar si alte cheltuieli au fost taiate) pentru a putea plati pensiile si salariile. Peste doua treimi din cheltuielile bugetare sunt pentru pensii si salarii, de aici si problemele de finantare. Pentru ca Romania nu mai are ministru de finante, raspund eu. NU, nu sunt bani pentru pensii si salarii! Guvernul traieste pe datorie. Se imprumuta lunar la dobanzile cele mai mari din UE pentru a plati cheltuielile curente. In 2018 trebuie sa se imprumute in total 74 miliarde lei (asta in cel mai bun caz). O schema piramidala care in curand se va darama.”.	PARȚIAL FALS	Florin Cîțu	Finante
,,Este o premieră în România, ca în aceeași zi să intri în ședință de Guvern cu 24 de ordonanțe de urgență.	,,Este o premieră în România, ca în aceeași zi să intri în ședință de Guvern cu 24 de ordonanțe de urgență.	FALS	Marcel Ciolacu	Politica
[...] fondurile alocate [Jandarmeriei] pentru muniţii şi armament de tip război au crescut cu peste 500%.	„[…] bugetul Jandarmeriei a fost suplimentat substanţial, probabil pentru merite deosebite în suprimarea protestului Diasporei de pe 10 august: fondurile alocate pentru muniţii şi armament de tip război au crescut cu peste 500%.”	FALS	Ovidiu Raețchi	Finante
„...fără a fi vreun “enfant terrible” într-ale matematicii, vedem că, deși S3 are o populație dublă, bugetul S1 este dublu decât cel al sectorului 3”.	„...fără a fi vreun “enfant terrible” într-ale matematicii, vedem că, deși S3 are o populație dublă, bugetul S1 este dublu decât cel al sectorului 3”.	TRUNCHIAT	Robert Negoiţă	Economie
